client_id,age,credit_score,credit_amount,interest_rate,annual_interest_payment,age_group,credit_category
client00952,67,743,88416,6.74,5959.2,60-80 elderly,high
client00953,49,575,232497,9.81,22808.0,40-60 middle,high
client00954,66,677,78900,9.81,7740.1,60-80 elderly,high
client00955,66,693,74498,9.81,7308.3,60-80 elderly,high
client00956,46,797,214532,6.74,14459.5,40-60 middle,high
client00957,54,758,745584,6.74,50252.4,40-60 middle,high
client00958,58,739,94277,6.74,6354.3,40-60 middle,high
client00959,38,742,89229,6.74,6014.0,25-40 adult,high
client00960,38,254,112726,20.35,22939.7,25-40 adult,low
client00961,46,169,113558,20.35,23109.1,40-60 middle,low
client00962,48,552,63307,9.81,6210.4,40-60 middle,high
client00963,58,410,225592,13.62,30725.6,40-60 middle,middle
client00964,68,381,287288,13.62,39128.6,60-80 elderly,middle
client00965,55,157,189209,20.35,38504.0,40-60 middle,low
client00966,40,619,77394,9.81,7592.4,25-40 adult,high
client00967,22,417,217233,13.62,29587.1,18-25 young,middle
client00968,47,562,111036,9.81,10892.6,40-60 middle,high
client00969,20,158,63760,20.35,12975.2,18-25 young,low
client00970,41,393,76266,13.62,10387.4,40-60 middle,middle
client00971,22,760,533377,6.74,35949.6,18-25 young,high
client00972,23,729,80823,6.74,5447.5,18-25 young,high
client00973,56,619,93506,9.81,9172.9,40-60 middle,high
client00974,42,573,173837,9.81,17053.4,40-60 middle,high
client00975,55,667,73294,9.81,7190.1,40-60 middle,high
client00976,68,142,228570,20.35,46514.0,60-80 elderly,low
client00977,46,685,95256,9.81,9344.6,40-60 middle,high
client00978,59,292,86036,20.35,17508.3,40-60 middle,low
client00979,38,719,70169,6.74,4729.4,25-40 adult,high
client00980,48,613,88033,9.81,8636.0,40-60 middle,high
client00981,27,163,293557,20.35,59738.8,25-40 adult,low
client00982,46,205,91403,20.35,18600.5,40-60 middle,low
client00983,69,451,156668,13.62,21338.2,60-80 elderly,middle
client00984,63,186,221151,20.35,45004.2,60-80 elderly,low
client00985,50,761,598807,6.74,40359.6,40-60 middle,high
client00986,29,140,175160,20.35,35645.1,25-40 adult,low
client00987,33,824,782139,2.35,18380.3,25-40 adult,high
client00988,46,549,102286,9.81,10034.3,40-60 middle,high
client00989,51,635,94769,9.81,9296.8,40-60 middle,high
client00990,57,262,125299,20.35,25498.3,40-60 middle,low
client00991,41,481,134192,13.62,18277.0,40-60 middle,middle
client00992,36,496,124819,13.62,17000.3,25-40 adult,middle
client00993,44,446,219318,13.62,29871.1,40-60 middle,middle
client00994,61,712,71938,6.74,4848.6,60-80 elderly,high
client00995,21,746,99751,6.74,6723.2,18-25 young,high
client00996,59,442,251516,13.62,34256.5,40-60 middle,middle
client00997,22,437,73451,13.62,10004.0,18-25 young,middle
client00998,24,671,91374,9.81,8963.8,18-25 young,high
client00999,61,495,200505,13.62,27308.8,60-80 elderly,middle
client01000,36,358,110875,13.62,15101.2,25-40 adult,middle
